[a_Rodin.utils-DBG]: RodinBridge: register
[a_Rodin.utils-WRN]: Port 61863 is in use
[a_Rodin.utils-WRN]: Server running on port 61864
Traceback (most recent call last):
  File "C:\Program Files\Blender Foundation\Blender 5.2\5.2\scripts\modules\addon_utils.py", line 458, in enable
    mod = importlib.import_module(module_name)
  File "C:\Program Files\Blender Foundation\Blender 5.2\5.2\python\Lib\importlib\__init__.py", line 88, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
           ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "<frozen importlib._bootstrap>", line 1395, in _gcd_import
  File "<frozen importlib._bootstrap>", line 1360, in _find_and_load
  File "<frozen importlib._bootstrap>", line 1331, in _find_and_load_unlocked
  File "<frozen importlib._bootstrap>", line 935, in _load_unlocked
  File "<frozen importlib._bootstrap_external>", line 1023, in exec_module
  File "<frozen importlib._bootstrap>", line 488, in _call_with_frames_removed
  File "C:\Users\d.grab\AppData\Roaming\Blender Foundation\Blender\5.2\extensions\user_default\higgsfield_blender\__init__.py", line 60, in <module>
    from .features import bridge_gate, phonecam
  File "C:\Users\d.grab\AppData\Roaming\Blender Foundation\Blender\5.2\extensions\user_default\higgsfield_blender\features\bridge_gate.py", line 23, in <module>
    from ..fnf.session import _active_workspace_id, is_authenticated
  File "C:\Users\d.grab\AppData\Roaming\Blender Foundation\Blender\5.2\extensions\user_default\higgsfield_blender\fnf\session.py", line 31, in <module>
    import httpx
ModuleNotFoundError: No module named 'httpx'
[a_Rodin.utils-DBG]: on_scene_load
[a_Rodin.utils-DBG]: ensure_default_image
00:03.938  blend            | Read blend: "C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\Death_Final.blend"
00:11.547  render           | Fra: 10 | Rendering 1 / 64 samples
00:11.703  render           | Fra: 10 | Rendering 25 / 64 samples
00:11.813  render           | Fra: 10 | Rendering 50 / 64 samples
00:11.875  render           | Fra: 10 | Rendering 64 / 64 samples
00:11.953  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0010.png'
00:11.953  render           | Time: 00:00.49 (Saving: 00:00.05)
00:11.953  render           | Rendering frame 11
00:11.953  render           | Start rendering: Scene, ViewLayer
00:11.953  render           | Engine: EEVEE
00:12.063  render           | Fra: 11 | Rendering 1 / 64 samples
00:12.203  render           | Fra: 11 | Rendering 25 / 64 samples
00:12.313  render           | Fra: 11 | Rendering 50 / 64 samples
00:12.375  render           | Fra: 11 | Rendering 64 / 64 samples
00:12.469  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0011.png'
00:12.469  render           | Time: 00:00.51 (Saving: 00:00.06)
00:12.469  render           | Rendering frame 12
00:12.469  render           | Start rendering: Scene, ViewLayer
00:12.469  render           | Engine: EEVEE
00:12.563  render           | Fra: 12 | Rendering 1 / 64 samples
00:12.719  render           | Fra: 12 | Rendering 25 / 64 samples
00:12.828  render           | Fra: 12 | Rendering 50 / 64 samples
00:12.907  render           | Fra: 12 | Rendering 64 / 64 samples
00:12.985  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0012.png'
00:12.985  render           | Time: 00:00.51 (Saving: 00:00.05)
00:12.985  render           | Rendering frame 13
00:12.985  render           | Start rendering: Scene, ViewLayer
00:12.985  render           | Engine: EEVEE
00:13.078  render           | Fra: 13 | Rendering 1 / 64 samples
00:13.219  render           | Fra: 13 | Rendering 25 / 64 samples
00:13.328  render           | Fra: 13 | Rendering 50 / 64 samples
00:13.391  render           | Fra: 13 | Rendering 64 / 64 samples
00:13.485  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0013.png'
00:13.485  render           | Time: 00:00.50 (Saving: 00:00.05)
00:13.485  render           | Rendering frame 14
00:13.485  render           | Start rendering: Scene, ViewLayer
00:13.485  render           | Engine: EEVEE
00:13.578  render           | Fra: 14 | Rendering 1 / 64 samples
00:13.703  render           | Fra: 14 | Rendering 25 / 64 samples
00:13.813  render           | Fra: 14 | Rendering 50 / 64 samples
00:13.891  render           | Fra: 14 | Rendering 64 / 64 samples
00:13.969  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0014.png'
00:13.969  render           | Time: 00:00.48 (Saving: 00:00.05)
00:13.969  render           | Rendering frame 15
00:13.969  render           | Start rendering: Scene, ViewLayer
00:13.969  render           | Engine: EEVEE
00:14.063  render           | Fra: 15 | Rendering 1 / 64 samples
00:14.203  render           | Fra: 15 | Rendering 25 / 64 samples
00:14.297  render           | Fra: 15 | Rendering 50 / 64 samples
00:14.360  render           | Fra: 15 | Rendering 64 / 64 samples
00:14.453  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0015.png'
00:14.453  render           | Time: 00:00.47 (Saving: 00:00.05)
00:14.453  render           | Rendering frame 16
00:14.453  render           | Start rendering: Scene, ViewLayer
00:14.453  render           | Engine: EEVEE
00:14.547  render           | Fra: 16 | Rendering 1 / 64 samples
00:14.672  render           | Fra: 16 | Rendering 25 / 64 samples
00:14.782  render           | Fra: 16 | Rendering 50 / 64 samples
00:14.844  render           | Fra: 16 | Rendering 64 / 64 samples
00:14.953  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0016.png'
00:14.953  render           | Time: 00:00.49 (Saving: 00:00.06)
00:14.953  render           | Rendering frame 17
00:14.953  render           | Start rendering: Scene, ViewLayer
00:14.953  render           | Engine: EEVEE
00:15.032  render           | Fra: 17 | Rendering 1 / 64 samples
00:15.188  render           | Fra: 17 | Rendering 25 / 64 samples
00:15.282  render           | Fra: 17 | Rendering 50 / 64 samples
00:15.360  render           | Fra: 17 | Rendering 64 / 64 samples
00:15.453  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0017.png'
00:15.453  render           | Time: 00:00.50 (Saving: 00:00.06)
00:15.453  render           | Rendering frame 18
00:15.453  render           | Start rendering: Scene, ViewLayer
00:15.453  render           | Engine: EEVEE
00:15.547  render           | Fra: 18 | Rendering 1 / 64 samples
00:15.672  render           | Fra: 18 | Rendering 25 / 64 samples
00:15.782  render           | Fra: 18 | Rendering 50 / 64 samples
00:15.844  render           | Fra: 18 | Rendering 64 / 64 samples
00:15.953  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0018.png'
00:15.953  render           | Time: 00:00.49 (Saving: 00:00.06)
00:15.953  render           | Rendering frame 19
00:15.953  render           | Start rendering: Scene, ViewLayer
00:15.953  render           | Engine: EEVEE
00:16.063  render           | Fra: 19 | Rendering 1 / 64 samples
00:16.235  render           | Fra: 19 | Rendering 25 / 64 samples
00:16.344  render           | Fra: 19 | Rendering 50 / 64 samples
00:16.407  render           | Fra: 19 | Rendering 64 / 64 samples
00:16.516  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0019.png'
00:16.516  render           | Time: 00:00.56 (Saving: 00:00.06)
00:16.516  render           | Rendering frame 20
00:16.516  render           | Start rendering: Scene, ViewLayer
00:16.516  render           | Engine: EEVEE
00:16.625  render           | Fra: 20 | Rendering 1 / 64 samples
00:16.782  render           | Fra: 20 | Rendering 25 / 64 samples
00:16.891  render           | Fra: 20 | Rendering 50 / 64 samples
00:16.969  render           | Fra: 20 | Rendering 64 / 64 samples
00:17.063  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0020.png'
00:17.063  render           | Time: 00:00.54 (Saving: 00:00.06)
00:17.063  render           | Rendering frame 21
00:17.063  render           | Start rendering: Scene, ViewLayer
00:17.063  render           | Engine: EEVEE
00:17.141  render           | Fra: 21 | Rendering 1 / 64 samples
00:17.282  render           | Fra: 21 | Rendering 25 / 64 samples
00:17.407  render           | Fra: 21 | Rendering 50 / 64 samples
00:17.469  render           | Fra: 21 | Rendering 64 / 64 samples
00:17.578  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0021.png'
00:17.578  render           | Time: 00:00.51 (Saving: 00:00.06)
00:17.578  render           | Rendering frame 22
00:17.578  render           | Start rendering: Scene, ViewLayer
00:17.578  render           | Engine: EEVEE
00:17.672  render           | Fra: 22 | Rendering 1 / 64 samples
00:17.828  render           | Fra: 22 | Rendering 25 / 64 samples
00:17.938  render           | Fra: 22 | Rendering 50 / 64 samples
00:18.016  render           | Fra: 22 | Rendering 64 / 64 samples
00:18.110  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0022.png'
00:18.110  render           | Time: 00:00.53 (Saving: 00:00.06)
00:18.110  render           | Rendering frame 23
00:18.110  render           | Start rendering: Scene, ViewLayer
00:18.110  render           | Engine: EEVEE
00:18.188  render           | Fra: 23 | Rendering 1 / 64 samples
00:18.328  render           | Fra: 23 | Rendering 25 / 64 samples
00:18.438  render           | Fra: 23 | Rendering 50 / 64 samples
00:18.500  render           | Fra: 23 | Rendering 64 / 64 samples
00:18.610  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0023.png'
00:18.610  render           | Time: 00:00.49 (Saving: 00:00.06)
00:18.610  render           | Rendering frame 24
00:18.610  render           | Start rendering: Scene, ViewLayer
00:18.610  render           | Engine: EEVEE
00:18.688  render           | Fra: 24 | Rendering 1 / 64 samples
00:18.844  render           | Fra: 24 | Rendering 25 / 64 samples
00:18.969  render           | Fra: 24 | Rendering 50 / 64 samples
00:19.032  render           | Fra: 24 | Rendering 64 / 64 samples
00:19.125  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0024.png'
00:19.125  render           | Time: 00:00.52 (Saving: 00:00.05)
00:19.125  render           | Rendering frame 25
00:19.125  render           | Start rendering: Scene, ViewLayer
00:19.125  render           | Engine: EEVEE
00:19.219  render           | Fra: 25 | Rendering 1 / 64 samples
00:19.391  render           | Fra: 25 | Rendering 25 / 64 samples
00:19.657  render           | Fra: 25 | Rendering 50 / 64 samples
00:19.750  render           | Fra: 25 | Rendering 64 / 64 samples
00:19.875  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0025.png'
00:19.875  render           | Time: 00:00.75 (Saving: 00:00.09)
00:19.875  render           | Rendering frame 26
00:19.875  render           | Start rendering: Scene, ViewLayer
00:19.875  render           | Engine: EEVEE
00:20.000  render           | Fra: 26 | Rendering 1 / 64 samples
00:20.141  render           | Fra: 26 | Rendering 25 / 64 samples
00:20.266  render           | Fra: 26 | Rendering 50 / 64 samples
00:20.360  render           | Fra: 26 | Rendering 64 / 64 samples
00:20.453  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0026.png'
00:20.453  render           | Time: 00:00.57 (Saving: 00:00.06)
00:20.453  render           | Rendering frame 27
00:20.453  render           | Start rendering: Scene, ViewLayer
00:20.453  render           | Engine: EEVEE
00:20.547  render           | Fra: 27 | Rendering 1 / 64 samples
00:20.657  render           | Fra: 27 | Rendering 25 / 64 samples
00:20.782  render           | Fra: 27 | Rendering 50 / 64 samples
00:20.875  render           | Fra: 27 | Rendering 64 / 64 samples
00:20.969  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0027.png'
00:20.969  render           | Time: 00:00.50 (Saving: 00:00.05)
00:20.969  render           | Rendering frame 28
00:20.969  render           | Start rendering: Scene, ViewLayer
00:20.969  render           | Engine: EEVEE
00:21.047  render           | Fra: 28 | Rendering 1 / 64 samples
00:21.172  render           | Fra: 28 | Rendering 25 / 64 samples
00:21.297  render           | Fra: 28 | Rendering 50 / 64 samples
00:21.375  render           | Fra: 28 | Rendering 64 / 64 samples
00:21.485  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0028.png'
00:21.485  render           | Time: 00:00.51 (Saving: 00:00.06)
00:21.485  render           | Rendering frame 29
00:21.485  render           | Start rendering: Scene, ViewLayer
00:21.485  render           | Engine: EEVEE
00:21.578  render           | Fra: 29 | Rendering 1 / 64 samples
00:21.688  render           | Fra: 29 | Rendering 25 / 64 samples
00:21.813  render           | Fra: 29 | Rendering 50 / 64 samples
00:21.891  render           | Fra: 29 | Rendering 64 / 64 samples
00:21.969  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0029.png'
00:21.985  render           | Time: 00:00.49 (Saving: 00:00.05)
00:21.985  render           | Rendering frame 30
00:21.985  render           | Start rendering: Scene, ViewLayer
00:21.985  render           | Engine: EEVEE
00:22.063  render           | Fra: 30 | Rendering 1 / 64 samples
00:22.172  render           | Fra: 30 | Rendering 25 / 64 samples
00:22.297  render           | Fra: 30 | Rendering 50 / 64 samples
00:22.391  render           | Fra: 30 | Rendering 64 / 64 samples
00:22.485  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0030.png'
00:22.485  render           | Time: 00:00.50 (Saving: 00:00.06)
00:22.485  render           | Rendering frame 31
00:22.485  render           | Start rendering: Scene, ViewLayer
00:22.485  render           | Engine: EEVEE
00:22.563  render           | Fra: 31 | Rendering 1 / 64 samples
00:22.688  render           | Fra: 31 | Rendering 25 / 64 samples
00:22.813  render           | Fra: 31 | Rendering 50 / 64 samples
00:22.891  render           | Fra: 31 | Rendering 64 / 64 samples
00:22.969  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0031.png'
00:22.969  render           | Time: 00:00.49 (Saving: 00:00.05)
00:22.969  render           | Rendering frame 32
00:22.969  render           | Start rendering: Scene, ViewLayer
00:22.969  render           | Engine: EEVEE
00:23.063  render           | Fra: 32 | Rendering 1 / 64 samples
00:23.157  render           | Fra: 32 | Rendering 25 / 64 samples
00:23.282  render           | Fra: 32 | Rendering 50 / 64 samples
00:23.360  render           | Fra: 32 | Rendering 64 / 64 samples
00:23.453  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0032.png'
00:23.453  render           | Time: 00:00.47 (Saving: 00:00.06)
00:23.453  render           | Rendering frame 33
00:23.453  render           | Start rendering: Scene, ViewLayer
00:23.453  render           | Engine: EEVEE
00:23.532  render           | Fra: 33 | Rendering 1 / 64 samples
00:23.672  render           | Fra: 33 | Rendering 25 / 64 samples
00:23.813  render           | Fra: 33 | Rendering 50 / 64 samples
00:23.891  render           | Fra: 33 | Rendering 64 / 64 samples
00:23.985  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0033.png'
00:23.985  render           | Time: 00:00.52 (Saving: 00:00.05)
00:23.985  render           | Rendering frame 34
00:23.985  render           | Start rendering: Scene, ViewLayer
00:23.985  render           | Engine: EEVEE
00:24.063  render           | Fra: 34 | Rendering 1 / 64 samples
00:24.188  render           | Fra: 34 | Rendering 25 / 64 samples
00:24.328  render           | Fra: 34 | Rendering 50 / 64 samples
00:24.407  render           | Fra: 34 | Rendering 64 / 64 samples
00:24.516  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0034.png'
00:24.516  render           | Time: 00:00.52 (Saving: 00:00.06)
00:24.516  render           | Rendering frame 35
00:24.516  render           | Start rendering: Scene, ViewLayer
00:24.516  render           | Engine: EEVEE
00:24.594  render           | Fra: 35 | Rendering 1 / 64 samples
00:24.703  render           | Fra: 35 | Rendering 25 / 64 samples
00:24.828  render           | Fra: 35 | Rendering 50 / 64 samples
00:24.907  render           | Fra: 35 | Rendering 64 / 64 samples
00:25.000  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0035.png'
00:25.000  render           | Time: 00:00.49 (Saving: 00:00.05)
00:25.000  render           | Rendering frame 36
00:25.000  render           | Start rendering: Scene, ViewLayer
00:25.000  render           | Engine: EEVEE
00:25.094  render           | Fra: 36 | Rendering 1 / 64 samples
00:25.219  render           | Fra: 36 | Rendering 25 / 64 samples
00:25.344  render           | Fra: 36 | Rendering 50 / 64 samples
00:25.438  render           | Fra: 36 | Rendering 64 / 64 samples
00:25.563  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0036.png'
00:25.563  render           | Time: 00:00.55 (Saving: 00:00.07)
00:25.563  render           | Rendering frame 37
00:25.563  render           | Start rendering: Scene, ViewLayer
00:25.563  render           | Engine: EEVEE
00:25.657  render           | Fra: 37 | Rendering 1 / 64 samples
00:25.766  render           | Fra: 37 | Rendering 25 / 64 samples
00:25.907  render           | Fra: 37 | Rendering 50 / 64 samples
00:25.985  render           | Fra: 37 | Rendering 64 / 64 samples
00:26.078  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0037.png'
00:26.078  render           | Time: 00:00.51 (Saving: 00:00.05)
00:26.078  render           | Rendering frame 38
00:26.078  render           | Start rendering: Scene, ViewLayer
00:26.078  render           | Engine: EEVEE
00:26.172  render           | Fra: 38 | Rendering 1 / 64 samples
00:26.282  render           | Fra: 38 | Rendering 25 / 64 samples
00:26.407  render           | Fra: 38 | Rendering 50 / 64 samples
00:26.485  render           | Fra: 38 | Rendering 64 / 64 samples
00:26.578  render           | Saved: 'C:\Users\d.grab\Desktop\the-game\ART\characters\act-1-enemies\forest-elite-wendigo\production\animation\reference_match_remaining\death_work\final_frames\pose_0038.png'
