clip,time,length,bladeX,bladeY,bladeZ,hipsYaw,leftX,leftY,leftZ,rightX,rightY,rightZ
Pelag_MX_SaberAttackA,0.173333,0.800000,-0.404129,0.318707,-0.474327,15.803870,-0.233404,0.001762,0.352453,0.330321,-0.006370,-0.145495
Pelag_MX_SaberAttackA,0.176667,0.800000,-0.347557,0.298988,-0.500193,9.103449,-0.232815,-0.000955,0.346643,0.315803,-0.014818,-0.128947
Pelag_MX_SaberAttackA,0.180000,0.800000,-0.284514,0.275803,-0.518356,2.055050,-0.231451,-0.002771,0.342749,0.302929,-0.020291,-0.115436
Pelag_MX_SaberAttackA,0.183333,0.800000,-0.218319,0.250692,-0.526920,354.899500,-0.229351,-0.003332,0.341606,0.294814,-0.021737,-0.105622
Pelag_MX_SaberAttackA,0.186667,0.800000,-0.152906,0.225428,-0.525525,347.890100,-0.226833,-0.002468,0.343499,0.293470,-0.018957,-0.098663
Pelag_MX_SaberAttackA,0.190000,0.800000,-0.092159,0.201744,-0.515542,341.287400,-0.224365,-0.000249,0.348083,0.299030,-0.012527,-0.092928
Pelag_MX_SaberAttackA,0.193333,0.800000,-0.039300,0.181078,-0.499805,335.352500,-0.222386,0.002986,0.354454,0.309722,-0.003646,-0.087030
Pelag_MX_SaberAttackA,0.196667,0.800000,0.003449,0.164445,-0.482025,330.338600,-0.221190,0.006663,0.361350,0.322541,0.006041,-0.080574
Pelag_MX_SaberAttackA,0.200000,0.800000,0.034800,0.152475,-0.466125,326.486200,-0.220893,0.010047,0.367396,0.334186,0.014654,-0.074289
Pelag_MX_SaberAttackA,0.203333,0.800000,0.055635,0.144450,-0.454013,323.801300,-0.221291,0.012577,0.371787,0.342255,0.020859,-0.069105
Pelag_MX_SaberAttackA,0.206667,0.800000,0.068723,0.138900,-0.445273,322.017900,-0.222048,0.014184,0.374613,0.346453,0.024581,-0.065283
Pelag_MX_SaberAttackA,0.210000,0.800000,0.075813,0.135250,-0.439767,320.967200,-0.223046,0.014928,0.376022,0.347143,0.026003,-0.062916
Pelag_MX_SaberAttackA,0.213333,0.800000,0.078363,0.133034,-0.437018,320.490300,-0.224219,0.014950,0.376262,0.344901,0.025502,-0.061852
Pelag_MX_SaberAttackA,0.216667,0.800000,0.077646,0.131858,-0.436372,320.434200,-0.225529,0.014441,0.375634,0.340417,0.023569,-0.061787
Pelag_MX_SaberAttackA,0.220000,0.800000,0.074851,0.131356,-0.437093,320.648500,-0.226945,0.013608,0.374458,0.334456,0.020749,-0.062350
Pelag_MX_SaberAttackA,0.223333,0.800000,0.071144,0.131171,-0.438422,320.982400,-0.228432,0.012655,0.373059,0.327841,0.017600,-0.063165
Pelag_MX_SaberAttackA,0.226667,0.800000,0.067713,0.130934,-0.439614,321.283600,-0.229941,0.011778,0.371753,0.321438,0.014666,-0.063889
Pelag_MX_SaberAttackA,0.230000,0.800000,0.065774,0.130259,-0.439939,321.397600,-0.231410,0.011157,0.370841,0.316153,0.012471,-0.064224
Pelag_MX_SaberAttackA,0.233333,0.800000,0.066551,0.128757,-0.438670,321.169200,-0.232772,0.010962,0.370617,0.312933,0.011528,-0.063891
Pelag_MX_SaberAttackA,0.236667,0.800000,0.068994,0.126756,-0.436422,320.728900,-0.234050,0.011033,0.370824,0.311102,0.011401,-0.063151
Pelag_MX_SaberAttackA,0.240000,0.800000,0.071257,0.124838,-0.434311,320.310500,-0.235316,0.011093,0.371006,0.309324,0.011303,-0.062454
Pelag_MX_SaberAttackA,0.243333,0.800000,0.073348,0.123001,-0.432339,319.913400,-0.236570,0.011142,0.371160,0.307591,0.011229,-0.061799
Pelag_MX_SaberAttackA,0.246667,0.800000,0.075274,0.121242,-0.430505,319.536700,-0.237813,0.011181,0.371287,0.305900,0.011175,-0.061187
Pelag_MX_SaberAttackA,0.250000,0.800000,0.077041,0.119559,-0.428809,319.180000,-0.239047,0.011209,0.371385,0.304245,0.011139,-0.060616
Pelag_MX_SaberAttackA,0.253333,0.800000,0.078656,0.117950,-0.427249,318.842600,-0.240273,0.011228,0.371453,0.302622,0.011116,-0.060087
Pelag_MX_SaberAttackA,0.256667,0.800000,0.080125,0.116413,-0.425825,318.523700,-0.241493,0.011238,0.371490,0.301028,0.011106,-0.059599
Pelag_MX_SaberAttackA,0.260000,0.800000,0.081453,0.114945,-0.424536,318.222800,-0.242707,0.011238,0.371495,0.299459,0.011106,-0.059154
Pelag_MX_SaberAttackA,0.263333,0.800000,0.082648,0.113545,-0.423379,317.939200,-0.243916,0.011229,0.371467,0.297913,0.011113,-0.058752
Pelag_MX_SaberAttackA,0.266667,0.800000,0.083715,0.112211,-0.422353,317.672200,-0.245123,0.011212,0.371407,0.296389,0.011127,-0.058394
Pelag_MX_SaberAttackA,0.270000,0.800000,0.084659,0.110942,-0.421454,317.421100,-0.246327,0.011187,0.371311,0.294885,0.011146,-0.058080
Pelag_MX_SaberAttackA,0.273333,0.800000,0.085486,0.109735,-0.420682,317.185200,-0.247531,0.011155,0.371182,0.293399,0.011168,-0.057813
Pelag_MX_SaberAttackA,0.276667,0.800000,0.086201,0.108589,-0.420033,316.964000,-0.248734,0.011116,0.371016,0.291932,0.011194,-0.057594
Pelag_MX_SaberAttackA,0.280000,0.800000,0.086808,0.107502,-0.419504,316.756600,-0.249939,0.011070,0.370814,0.290483,0.011223,-0.057423
Pelag_MX_SaberAttackA,0.283333,0.800000,0.087314,0.106474,-0.419094,316.562500,-0.251147,0.011018,0.370576,0.289053,0.011253,-0.057303
Pelag_MX_SaberAttackA,0.286667,0.800000,0.087723,0.105502,-0.418797,316.380800,-0.252358,0.010961,0.370300,0.287642,0.011284,-0.057235
Pelag_MX_SaberAttackA,0.290000,0.800000,0.088039,0.104586,-0.418612,316.211000,-0.253574,0.010899,0.369985,0.286251,0.011317,-0.057220
Pelag_MX_SaberAttackA,0.293333,0.800000,0.088268,0.103724,-0.418535,316.052400,-0.254796,0.010833,0.369632,0.284881,0.011351,-0.057260
Pelag_MX_SaberAttackA,0.296667,0.800000,0.088414,0.102915,-0.418563,315.904100,-0.256025,0.010763,0.369240,0.283534,0.011387,-0.057357
Pelag_MX_SaberAttackA,0.300000,0.800000,0.088481,0.102157,-0.418691,315.765700,-0.257263,0.010690,0.368807,0.282212,0.011424,-0.057512
Pelag_MX_SaberAttackA,0.303333,0.800000,0.088474,0.101449,-0.418918,315.636300,-0.258509,0.010615,0.368334,0.280916,0.011463,-0.057728
Pelag_MX_SaberAttackA,0.306667,0.800000,0.088397,0.100791,-0.419238,315.515200,-0.259767,0.010538,0.367820,0.279649,0.011503,-0.058005
Pelag_MX_SaberAttackA,0.310000,0.800000,0.088255,0.100182,-0.419648,315.401800,-0.261036,0.010460,0.367264,0.278414,0.011546,-0.058346
Pelag_MX_SaberAttackA,0.313333,0.800000,0.088051,0.099619,-0.420145,315.295300,-0.262317,0.010382,0.366665,0.277212,0.011592,-0.058752
Pelag_MX_SaberAttackA,0.316667,0.800000,0.087791,0.099102,-0.420724,315.195200,-0.263613,0.010304,0.366023,0.276047,0.011642,-0.059226
Pelag_MX_SaberAttackA,0.320000,0.800000,0.087479,0.098629,-0.421382,315.100500,-0.264924,0.010227,0.365337,0.274921,0.011695,-0.059768
Pelag_MX_SaberAttackA,0.323333,0.800000,0.087118,0.098201,-0.422115,315.010700,-0.266252,0.010151,0.364606,0.273837,0.011754,-0.060381
Pelag_MX_SaberAttackA,0.326667,0.800000,0.086712,0.097815,-0.422919,314.925100,-0.267597,0.010077,0.363829,0.272798,0.011818,-0.061067
Pelag_MX_SaberAttackA,0.330000,0.800000,0.086267,0.097471,-0.423789,314.843000,-0.268961,0.010007,0.363007,0.271808,0.011888,-0.061826
Pelag_MX_SaberAttackA,0.333333,0.800000,0.085786,0.097167,-0.424722,314.763600,-0.270345,0.009939,0.362137,0.270869,0.011966,-0.062662
Pelag_MX_SaberAttackA,0.336667,0.800000,0.085306,0.096898,-0.425702,314.683800,-0.271745,0.009876,0.361220,0.269987,0.012050,-0.063557
Pelag_MX_SaberAttackA,0.340000,0.800000,0.084865,0.096659,-0.426709,314.600300,-0.273154,0.009813,0.360259,0.269158,0.012137,-0.064490
Pelag_MX_SaberAttackA,0.343333,0.800000,0.084474,0.096446,-0.427734,314.512100,-0.274568,0.009754,0.359255,0.268376,0.012222,-0.065462
Pelag_MX_SaberAttackA,0.346667,0.800000,0.084144,0.096255,-0.428770,314.418400,-0.275983,0.009698,0.358211,0.267634,0.012303,-0.066469
Pelag_MX_SaberAttackA,0.350000,0.800000,0.083886,0.096084,-0.429809,314.318100,-0.277395,0.009645,0.357131,0.266925,0.012378,-0.067511
Pelag_MX_SaberAttackA,0.353333,0.800000,0.083710,0.095927,-0.430843,314.210200,-0.278800,0.009595,0.356016,0.266244,0.012442,-0.068585
Pelag_MX_SaberAttackA,0.356667,0.800000,0.083625,0.095782,-0.431862,314.093900,-0.280194,0.009550,0.354869,0.265583,0.012493,-0.069688
Pelag_MX_SaberAttackA,0.360000,0.800000,0.083643,0.095644,-0.432860,313.968300,-0.281572,0.009509,0.353691,0.264936,0.012527,-0.070817
Pelag_MX_SaberAttackA,0.363333,0.800000,0.083773,0.095510,-0.433829,313.832200,-0.282932,0.009472,0.352487,0.264298,0.012543,-0.071970
Pelag_MX_SaberAttackA,0.366667,0.800000,0.084027,0.095376,-0.434758,313.685000,-0.284270,0.009439,0.351257,0.263664,0.012536,-0.073144
Pelag_MX_SaberAttackA,0.370000,0.800000,0.084413,0.095236,-0.435641,313.525500,-0.285580,0.009410,0.350003,0.263025,0.012504,-0.074339
Pelag_MX_SaberAttackA,0.373333,0.800000,0.084942,0.095088,-0.436469,313.352800,-0.286861,0.009387,0.348729,0.262378,0.012452,-0.075557
Pelag_MX_SaberAttackA,0.376667,0.800000,0.085624,0.094927,-0.437233,313.166100,-0.288108,0.009367,0.347436,0.261725,0.012381,-0.076799
Pelag_MX_SaberAttackA,0.380000,0.800000,0.086469,0.094749,-0.437924,312.964400,-0.289318,0.009351,0.346126,0.261065,0.012295,-0.078063
Pelag_MX_SaberAttackA,0.383333,0.800000,0.087486,0.094550,-0.438533,312.746700,-0.290486,0.009340,0.344801,0.260399,0.012197,-0.079349
Pelag_MX_SaberAttackA,0.386667,0.800000,0.088686,0.094324,-0.439050,312.512100,-0.291610,0.009332,0.343463,0.259729,0.012089,-0.080657
Pelag_MX_SaberAttackA,0.390000,0.800000,0.090077,0.094070,-0.439468,312.259600,-0.292686,0.009328,0.342115,0.259056,0.011977,-0.081985
Pelag_MX_SaberAttackA,0.393333,0.800000,0.091668,0.093781,-0.439775,311.988400,-0.293710,0.009327,0.340759,0.258381,0.011862,-0.083335
Pelag_MX_SaberAttackA,0.396667,0.800000,0.093470,0.093454,-0.439961,311.697500,-0.294678,0.009330,0.339397,0.257706,0.011750,-0.084706
Pelag_MX_SaberAttackA,0.400000,0.800000,0.095491,0.093085,-0.440017,311.386000,-0.295588,0.009336,0.338031,0.257034,0.011644,-0.086099
Pelag_MX_SaberAttackA,0.403333,0.800000,0.097683,0.092700,-0.439984,311.059200,-0.296440,0.009332,0.336642,0.256341,0.011531,-0.087529
Pelag_MX_SaberAttackA,0.406667,0.800000,0.099987,0.092327,-0.439913,310.723700,-0.297238,0.009306,0.335212,0.255608,0.011393,-0.089006
Pelag_MX_SaberAttackA,0.410000,0.800000,0.102399,0.091968,-0.439804,310.379900,-0.297984,0.009261,0.333743,0.254842,0.011236,-0.090526
Pelag_MX_SaberAttackA,0.413333,0.800000,0.104915,0.091622,-0.439656,310.028300,-0.298682,0.009195,0.332236,0.254052,0.011063,-0.092084
Pelag_MX_SaberAttackA,0.416667,0.800000,0.107530,0.091292,-0.439470,309.669200,-0.299333,0.009112,0.330694,0.253246,0.010877,-0.093678
Pelag_MX_SaberAttackA,0.420000,0.800000,0.110240,0.090978,-0.439245,309.303300,-0.299941,0.009012,0.329119,0.252431,0.010682,-0.095304
Pelag_MX_SaberAttackA,0.423333,0.800000,0.113040,0.090681,-0.438983,308.930900,-0.300507,0.008897,0.327512,0.251614,0.010482,-0.096957
Pelag_MX_SaberAttackA,0.426667,0.800000,0.115925,0.090402,-0.438682,308.552600,-0.301035,0.008767,0.325876,0.250804,0.010280,-0.098634
Pelag_MX_SaberAttackA,0.430000,0.800000,0.118892,0.090143,-0.438345,308.168700,-0.301526,0.008625,0.324214,0.250006,0.010080,-0.100331
Pelag_MX_SaberAttackA,0.433333,0.800000,0.121935,0.089903,-0.437970,307.779900,-0.301984,0.008472,0.322525,0.249229,0.009883,-0.102045
Pelag_MX_SaberAttackA,0.436667,0.800000,0.125050,0.089685,-0.437559,307.386600,-0.302410,0.008315,0.320833,0.248478,0.009695,-0.103772
Pelag_MX_SaberAttackA,0.440000,0.800000,0.128232,0.089489,-0.437111,306.989200,-0.302808,0.008159,0.319154,0.247761,0.009516,-0.105507
Pelag_MX_SaberAttackA,0.443333,0.800000,0.131477,0.089317,-0.436629,306.588300,-0.303181,0.008008,0.317490,0.247083,0.009350,-0.107248
Pelag_MX_SaberAttackA,0.446667,0.800000,0.134781,0.089169,-0.436112,306.184300,-0.303533,0.007859,0.315840,0.246451,0.009200,-0.108989
Pelag_MX_SaberAttackA,0.450000,0.800000,0.138138,0.089047,-0.435562,305.777700,-0.303869,0.007716,0.314204,0.245872,0.009068,-0.110728
Pelag_MX_SaberAttackA,0.453333,0.800000,0.141544,0.088951,-0.434979,305.369000,-0.304192,0.007578,0.312584,0.245349,0.008956,-0.112458
Pelag_MX_SaberAttackA,0.456667,0.800000,0.144995,0.088883,-0.434365,304.958700,-0.304505,0.007445,0.310979,0.244890,0.008867,-0.114176
Pelag_MX_SaberAttackA,0.460000,0.800000,0.148487,0.088844,-0.433721,304.547200,-0.304814,0.007320,0.309389,0.244499,0.008801,-0.115878
Pelag_MX_SaberAttackA,0.463333,0.800000,0.152015,0.088835,-0.433048,304.135100,-0.305122,0.007202,0.307814,0.244182,0.008762,-0.117558
Pelag_MX_SaberAttackA,0.466667,0.800000,0.155574,0.088857,-0.432348,303.722900,-0.305433,0.007092,0.306256,0.243942,0.008750,-0.119212
Pelag_MX_SaberAttackA,0.470000,0.800000,0.159160,0.089086,-0.431622,303.310900,-0.305736,0.007163,0.304712,0.243760,0.008935,-0.120845
Pelag_MX_SaberAttackA,0.473333,0.800000,0.162769,0.089339,-0.430873,302.899800,-0.306019,0.007226,0.303182,0.243613,0.009126,-0.122467
Pelag_MX_SaberAttackA,0.476667,0.800000,0.166397,0.089616,-0.430102,302.490000,-0.306284,0.007283,0.301668,0.243497,0.009321,-0.124074
Pelag_MX_SaberAttackA,0.480000,0.800000,0.170039,0.089919,-0.429310,302.082000,-0.306531,0.007335,0.300170,0.243410,0.009519,-0.125665
Pelag_MX_SaberAttackA,0.483333,0.800000,0.173690,0.090247,-0.428500,301.676200,-0.306761,0.007383,0.298690,0.243351,0.009719,-0.127237
Pelag_MX_SaberAttackA,0.486667,0.800000,0.177348,0.090602,-0.427675,301.273300,-0.306977,0.007428,0.297229,0.243315,0.009920,-0.128790
Pelag_MX_SaberAttackA,0.490000,0.800000,0.181007,0.090983,-0.426836,300.873500,-0.307179,0.007471,0.295787,0.243300,0.010120,-0.130320
Pelag_MX_SaberAttackA,0.493333,0.800000,0.184664,0.091391,-0.425986,300.477500,-0.307370,0.007514,0.294367,0.243304,0.010316,-0.131825
Pelag_MX_SaberAttackA,0.496667,0.800000,0.188315,0.091827,-0.425128,300.085800,-0.307549,0.007556,0.292968,0.243322,0.010508,-0.133303
Pelag_MX_SaberAttackA,0.500000,0.800000,0.191954,0.092292,-0.424264,299.698700,-0.307719,0.007600,0.291593,0.243352,0.010692,-0.134752
Pelag_MX_SaberAttackA,0.503333,0.800000,0.195580,0.092784,-0.423397,299.316800,-0.307882,0.007646,0.290242,0.243390,0.010868,-0.136169
Pelag_MX_SaberAttackA,0.506667,0.800000,0.199187,0.093305,-0.422530,298.940600,-0.308038,0.007695,0.288917,0.243432,0.011032,-0.137554
Pelag_MX_SaberAttackA,0.510000,0.800000,0.202772,0.093856,-0.421665,298.570500,-0.308189,0.007748,0.287617,0.243475,0.011183,-0.138902
Pelag_MX_SaberAttackA,0.513333,0.800000,0.206330,0.094436,-0.420806,298.207000,-0.308338,0.007807,0.286345,0.243514,0.011317,-0.140212
Pelag_MX_SaberAttackA,0.516667,0.800000,0.209859,0.095047,-0.419957,297.850700,-0.308484,0.007873,0.285101,0.243546,0.011432,-0.141482
Pelag_MX_SaberAttackA,0.520000,0.800000,0.213354,0.095687,-0.419120,297.501900,-0.308631,0.007945,0.283886,0.243567,0.011526,-0.142709
Pelag_MX_SaberAttackA,0.523333,0.800000,0.216812,0.096358,-0.418298,297.161200,-0.308779,0.008027,0.282701,0.243572,0.011595,-0.143891
Pelag_MX_SaberAttackA,0.526667,0.800000,0.220229,0.097060,-0.417495,296.829000,-0.308931,0.008118,0.281546,0.243557,0.011637,-0.145026
Pelag_MX_SaberAttackA,0.530000,0.800000,0.223602,0.097794,-0.416715,296.505900,-0.309087,0.008219,0.280424,0.243518,0.011649,-0.146111
Pelag_MX_SaberAttackA,0.533333,0.800000,0.226926,0.098558,-0.415962,296.192100,-0.309249,0.008331,0.279334,0.243451,0.011627,-0.147143
Pelag_MX_SaberAttackA,0.536667,0.800000,0.230200,0.099355,-0.415238,295.888400,-0.309427,0.008444,0.278252,0.243388,0.011588,-0.148122
Pelag_MX_SaberAttackA,0.540000,0.800000,0.233417,0.100183,-0.414547,295.595100,-0.309624,0.008544,0.277153,0.243363,0.011549,-0.149050
Pelag_MX_SaberAttackA,0.543333,0.800000,0.236577,0.101043,-0.413894,295.312600,-0.309835,0.008629,0.276040,0.243370,0.011511,-0.149934
Pelag_MX_SaberAttackA,0.546667,0.800000,0.239675,0.101936,-0.413282,295.041500,-0.310058,0.008699,0.274913,0.243406,0.011474,-0.150779
Pelag_MX_SaberAttackA,0.550000,0.800000,0.242707,0.102861,-0.412715,294.782200,-0.310286,0.008753,0.273774,0.243465,0.011438,-0.151592
Pelag_MX_SaberAttackA,0.553333,0.800000,0.245671,0.103819,-0.412197,294.535200,-0.310516,0.008789,0.272624,0.243543,0.011404,-0.152378
Pelag_MX_SaberAttackA,0.556667,0.800000,0.248562,0.104809,-0.411731,294.300900,-0.310742,0.008807,0.271465,0.243635,0.011372,-0.153142
Pelag_MX_SaberAttackA,0.560000,0.800000,0.251378,0.105832,-0.411322,294.079800,-0.310962,0.008806,0.270298,0.243737,0.011343,-0.153891
Pelag_MX_SaberAttackA,0.563333,0.800000,0.254115,0.106888,-0.410975,293.872400,-0.311170,0.008785,0.269127,0.243846,0.011317,-0.154631
Pelag_MX_SaberAttackA,0.566667,0.800000,0.256769,0.107978,-0.410691,293.679100,-0.311362,0.008743,0.267951,0.243955,0.011295,-0.155367
Pelag_MX_SaberAttackA,0.570000,0.800000,0.259315,0.109079,-0.410466,293.502100,-0.311537,0.008694,0.266808,0.244036,0.011263,-0.156094
Pelag_MX_SaberAttackA,0.573333,0.800000,0.261729,0.110172,-0.410288,293.343000,-0.311696,0.008655,0.265730,0.244065,0.011207,-0.156802
Pelag_MX_SaberAttackA,0.576667,0.800000,0.264013,0.111255,-0.410160,293.201600,-0.311839,0.008624,0.264716,0.244056,0.011133,-0.157486
Pelag_MX_SaberAttackA,0.580000,0.800000,0.266167,0.112330,-0.410083,293.077600,-0.311966,0.008601,0.263763,0.244020,0.011046,-0.158142
